Split_type,Task,Seed,Phase,Score,eta,fine_weight,temperature,mid_floor,early_tau,late_tau,order_blend,prior_sigma,Method,Acc,Macro-F1,Balanced-Acc,E-F1,M-F1,L-F1,E-Rec,M-Rec,L-Rec,M-Pre,M→E,M→L,E→M,L→M,Rev,Jump,Smooth,Predicted_class_count,Early_recall,Middle_recall,Late_recall
stagebalanced,N3b,2026,random200,0.6196597534695779,0.85,0.0,1.0,0.01,0.45,0.65,0.0,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.44944415847457636,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5605691189779177,0.75,0.3,1.0,0.01,0.45,0.75,0.03,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3865742676478691,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.588506057441018,0.85,0.3,1.0,0.0,0.45,0.75,0.03,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.4305630428679705,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,random200,0.5652890242659365,0.9,0.1,2.0,0.0,0.36,0.65,0.1,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.32757545154763484,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5613055895667034,0.9,0.1,1.5,0.01,0.32,0.75,0.05,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3773683852880483,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5939483582266047,0.8,0.0,1.5,0.0,0.32,0.55,0.05,0.28,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3625342830481371,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,random200,0.5662192602203419,0.8,0.2,2.0,0.02,0.36,0.6,0.03,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.31594750211756767,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5554928331963481,0.9,0.0,0.8,0.0,0.32,0.75,0.1,0.28,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4500278399174897,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5585660434967008,0.8,0.3,0.8,0.01,0.45,0.7,0.08,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.41161271116308124,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6192201331439497,0.9,0.0,0.8,0.01,0.45,0.55,0.03,0.45,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.4549394125449283,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5556819903734739,0.9,0.1,0.8,0.02,0.4,0.75,0.1,0.28,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4476633752034185,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.620444758989506,0.9,0.2,1.0,0.02,0.28,0.7,0.05,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.43963158947547526,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5580887099989237,0.8,0.0,1.0,0.0,0.4,0.75,0.0,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.41757937988529586,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5873608950623848,0.75,0.0,0.8,0.02,0.45,0.7,0.03,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.44487757260088673,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,random200,0.5941004393798056,0.8,0.0,1.5,0.01,0.45,0.55,0.05,0.28,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3606332686331261,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,random200,0.556003473968789,0.85,0.2,0.8,0.0,0.36,0.75,0.08,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4436448302619779,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5644531272789083,0.75,0.05,1.5,0.02,0.32,0.65,0.1,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.33802416388548767,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5589201327409505,0.8,0.2,1.0,0.0,0.45,0.6,0.1,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4071865956099601,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5633659696464852,0.8,0.1,1.5,0.0,0.28,0.7,0.08,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3516136342907766,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5591995518168437,0.75,0.1,0.8,0.0,0.32,0.65,0.1,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4036938571612952,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6150595642016153,0.75,0.05,1.2,0.0,0.36,0.75,0.1,0.45,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.3586691745960248,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5601651190555983,0.75,0.05,1.2,0.02,0.28,0.75,0.0,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.39162426667686306,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.618632474287124,0.85,0.0,2.0,0.02,0.28,0.55,0.15,0.22,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.31400779852716754,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6174243356853375,0.75,0.05,1.5,0.01,0.28,0.7,0.15,0.35,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.3291095310494983,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5882487105142291,0.9,0.2,1.0,0.0,0.45,0.75,0.05,0.28,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.4337798794528327,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,random200,0.558890292594313,0.85,0.1,1.0,0.02,0.4,0.6,0.1,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4075595974429291,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5592140399434985,0.75,0.05,1.2,0.01,0.28,0.75,0.03,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4035127555781095,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5576752881032946,0.75,0.3,0.8,0.02,0.36,0.75,0.0,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4227471535806594,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6193850281185519,0.9,0.2,1.0,0.02,0.32,0.75,0.0,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.45287822536240213,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.6217598398985121,0.85,0.05,1.0,0.01,0.32,0.55,0.03,0.35,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.42319307811289886,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5654395479353521,0.85,0.05,2.0,0.02,0.32,0.75,0.03,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3256939056799403,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.614593145943872,0.8,0.1,1.2,0.02,0.36,0.75,0.15,0.35,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.36449940281781645,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6171234869282362,0.75,0.2,1.5,0.01,0.36,0.75,0.1,0.35,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.3328701405132656,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5607223718233466,0.85,0.1,1.2,0.02,0.36,0.65,0.1,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3846586070800093,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.558610129025928,0.9,0.3,1.0,0.01,0.36,0.55,0.15,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4110616420477412,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6203926574621254,0.85,0.3,0.8,0.02,0.28,0.6,0.03,0.45,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.4402828585677332,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.6198179829186458,0.85,0.0,0.8,0.0,0.45,0.7,0.05,0.28,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.44746629036122865,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.6194090170271994,0.85,0.3,0.8,0.02,0.36,0.75,0.0,0.35,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.45257836400430845,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5590251526449261,0.8,0.1,0.8,0.02,0.4,0.65,0.15,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.40587384681026506,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5663540347916307,0.8,0.05,2.0,0.02,0.28,0.6,0.05,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3142628199764571,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.562332331972553,0.8,0.05,1.5,0.01,0.4,0.55,0.08,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3645341052149299,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5585438617520666,0.8,0.05,1.0,0.01,0.4,0.55,0.1,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.41188998297100915,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5610780142441235,0.75,0.1,1.2,0.0,0.4,0.6,0.05,0.28,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.38021307682029754,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6174753815141534,0.75,0.3,1.5,0.01,0.45,0.7,0.1,0.35,B12,0.7741935483870968,0.7740970784449045,0.8022486772486772,0.761904761904762,0.7777777777777777,0.782608695652174,0.8888888888888888,0.875,0.6428571428571429,0.7,0.125,0.0,0.1111111111111111,0.14285714285714285,0,0,0.32847145818929974,3,0.8888888888888888,0.875,0.6428571428571429
stagebalanced,N3b,2026,random200,0.565506765116025,0.75,0.1,2.0,0.01,0.28,0.6,0.05,0.22,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.32485369092152777,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6225994781342913,0.8,0.2,1.2,0.02,0.45,0.65,0.0,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.41269760016565915,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.620768250435355,0.75,0.1,0.8,0.02,0.4,0.65,0.0,0.28,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.43558794640236365,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.6189646273182446,0.85,0.0,0.8,0.0,0.32,0.7,0.05,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.4581332353662427,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,random200,0.5628153528881074,0.75,0.05,1.5,0.02,0.36,0.7,0.05,0.28,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3584963437704998,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5586190193153875,0.8,0.0,1.0,0.02,0.28,0.65,0.08,0.28,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.4109505134294977,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5659482829094444,0.9,0.05,2.0,0.0,0.45,0.6,0.1,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3193347185037864,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5636370367201605,0.75,0.3,1.5,0.0,0.36,0.7,0.03,0.35,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.34822529586983453,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.5661453818721323,0.9,0.3,2.0,0.0,0.32,0.6,0.1,0.45,B12,0.7419354838709677,0.7392623716153128,0.7605820105820106,0.761904761904762,0.7058823529411765,0.75,0.8888888888888888,0.75,0.6428571428571429,0.6666666666666666,0.125,0.125,0.1111111111111111,0.14285714285714285,1,0,0.3168709814701884,3,0.8888888888888888,0.75,0.6428571428571429
stagebalanced,N3b,2026,random200,0.6208380091375878,0.85,0.3,1.0,0.0,0.32,0.75,0.0,0.28,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.43471596262445283,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,local_top20,0.6438936288013587,0.75,0.3,1.5,0.02,0.34,0.55,0.0,0.22,B12,0.8387096774193549,0.8296296296296296,0.832010582010582,0.7999999999999999,0.7999999999999999,0.888888888888889,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,1,0.3675045418434028,3,0.8888888888888888,0.75,0.8571428571428571
stagebalanced,N3b,2026,local_top20,0.593966720460836,0.75,0.3,1.5,0.02,0.34,0.55,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.36230475512024574,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6438044543137751,0.75,0.3,1.5,0.02,0.34,0.58,0.0,0.22,B12,0.8387096774193549,0.8296296296296296,0.832010582010582,0.7999999999999999,0.7999999999999999,0.888888888888889,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,1,0.36861922293819765,3,0.8888888888888888,0.75,0.8571428571428571
stagebalanced,N3b,2026,local_top20,0.5938734574259741,0.75,0.3,1.5,0.02,0.34,0.58,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3634705430560205,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.59398704071489,0.75,0.3,1.5,0.02,0.36,0.55,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3620507519445715,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6438080962348371,0.75,0.3,1.5,0.02,0.36,0.58,0.0,0.22,B12,0.8387096774193549,0.8296296296296296,0.832010582010582,0.7999999999999999,0.7999999999999999,0.888888888888889,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,1,0.3685736989249225,3,0.8888888888888888,0.75,0.8571428571428571
stagebalanced,N3b,2026,local_top20,0.5938782562055771,0.75,0.3,1.5,0.02,0.36,0.58,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3634105583109819,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6439208147080381,0.75,0.3,1.5,0.02,0.38,0.55,0.0,0.22,B12,0.8387096774193549,0.8296296296296296,0.832010582010582,0.7999999999999999,0.7999999999999999,0.888888888888889,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,1,0.36716471800991046,3,0.8888888888888888,0.75,0.8571428571428571
stagebalanced,N3b,2026,local_top20,0.5939950045890156,0.75,0.3,1.5,0.02,0.38,0.55,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.3619512035180021,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6438153675791571,0.75,0.3,1.5,0.02,0.38,0.58,0.0,0.22,B12,0.8387096774193549,0.8296296296296296,0.832010582010582,0.7999999999999999,0.7999999999999999,0.888888888888889,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,1,0.36848280712092174,3,0.8888888888888888,0.75,0.8571428571428571
stagebalanced,N3b,2026,local_top20,0.5938867961084734,0.75,0.3,1.5,0.02,0.38,0.58,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.363303809524778,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6258019546521842,0.78,0.3,1.5,0.02,0.34,0.55,0.0,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.3726666436919977,3,0.8888888888888888,0.75,0.7857142857142857
stagebalanced,N3b,2026,local_top20,0.5935616861363179,0.78,0.3,1.5,0.02,0.34,0.55,0.02,0.22,B12,0.7741935483870968,0.7706349206349206,0.7843915343915344,0.761904761904762,0.75,0.8,0.8888888888888888,0.75,0.7142857142857143,0.75,0.125,0.125,0.1111111111111111,0.07142857142857142,1,0,0.367367684176723,3,0.8888888888888888,0.75,0.7142857142857143
stagebalanced,N3b,2026,local_top20,0.6257197513602033,0.78,0.3,1.5,0.02,0.34,0.58,0.0,0.22,B12,0.8064516129032258,0.8026862026862026,0.8082010582010581,0.761904761904762,0.7999999999999999,0.8461538461538461,0.8888888888888888,0.75,0.7857142857142857,0.8571428571428571,0.125,0.125,0.1111111111111111,0.0,1,0,0.3736941848417599,3,0.8888888888888888,0.75,0.7857142857142857
