top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
2154,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.56,0.25,1.495704361031172,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2155,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.03,0.56,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2156,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.03,0.6,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2157,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.06,0.56,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2158,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.06,0.6,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2159,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.1,0.56,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2160,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.1,0.6,0.25,1.4959752047164465,1.7881498878221491,1.7881498878221491,0.6282894736842105,0.6429059662142369,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2161,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.56,0.25,1.4967698332046775,1.634960426094161,1.634960426094161,0.6578947368421053,0.6726179731644213,0.42424242424242425,0.49999999999999994,0.06817527964896171,0.9002984682295079,1.358579240315194,0.7828947368421053,0.7868366692445244,0.4774774774774775,0.34210526315789475,0.2268951856690817,-0.12733259141948783
2162,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.64,0.25,1.4984820079713872,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3321043294719261,0.7254901960784313,0.7210019246428306,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2163,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.64,0.25,1.4993708791475782,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2164,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.64,0.25,1.4993708791475782,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2165,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.6,0.25,1.4993708791475782,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2166,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.56,0.25,1.4994911402493718,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.341455630260707,0.7222222222222222,0.7178388036151429,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2167,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.03,0.64,0.25,1.499697506936148,1.795594492261552,1.795594492261552,0.625,0.6394433572515764,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2168,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.06,0.64,0.25,1.499697506936148,1.795594492261552,1.795594492261552,0.625,0.6394433572515764,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2169,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.1,0.64,0.25,1.499697506936148,1.795594492261552,1.795594492261552,0.625,0.6394433572515764,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2170,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.6,0.25,1.500510411773961,1.642441583232728,1.642441583232728,0.6546052631578947,0.6691249036191244,0.42424242424242425,0.5,0.06817527964896171,0.9002984682295079,1.358579240315194,0.7828947368421053,0.7868366692445244,0.4774774774774775,0.34210526315789475,0.2268951856690817,-0.12733259141948783
2171,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.64,0.25,1.5007545313091533,1.5038224506925313,1.4976866119257755,0.5756578947368421,0.44274809160305345,1.0,0.8486842105263157,0.21520548580414336,0.006530245070965113,1.5038224506925313,0.5822368421052632,0.5343733521471568,0.8018018018018018,0.5460526315789473,0.19670211296782647,0.15273444467259234
2172,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.56,0.25,1.502378275716862,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3472299011956872,0.7189542483660131,0.7138439046333783,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2173,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.64,0.25,1.5030537437965603,1.6722254157688128,1.6722254157688128,0.6535947712418301,0.6680169701507169,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2174,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.6,0.25,1.5031576583657777,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.341455630260707,0.7222222222222222,0.7178388036151429,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2175,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.6,0.25,1.5039394839933447,1.7756645783912925,1.7756645783912925,0.5049833887043189,0.3365318506561444,1.0,0.9900332225913622,0.227620265735116,-0.12082213554225008,1.2322143895953968,0.6843853820598007,0.6853546356814331,0.8018018018018018,0.31893687707641205,0.2451496838068659,-0.334923738774511
2176,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.64,0.25,1.5042687695877313,1.6499582988602686,1.6499582988602686,0.6513157894736842,0.6656022019996827,0.42424242424242425,0.5,0.06817527964896171,0.9002984682295079,1.358579240315194,0.7828947368421053,0.7868366692445244,0.4774774774774775,0.34210526315789475,0.2268951856690817,-0.12733259141948783
2177,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.06,0.56,0.25,1.5052724482581776,1.713544273985593,1.713544273985593,0.6378737541528239,0.6532476579612134,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.2970006225307622,0.6611295681063123,0.668342013313671,0.7747747747747747,0.345514950166113,0.23734956884370648,-0.2513265968160827
2178,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.6,0.25,1.5060447938332677,1.6648596864708485,1.6648596864708485,0.6568627450980392,0.6714317663521795,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3472299011956872,0.7189542483660131,0.7138439046333783,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2179,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.06,0.56,0.25,1.5061476627544943,1.7060202598573988,1.7060202598573988,0.6411960132890365,0.6567491204545313,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.30627506565159,0.6578073089700996,0.6653198444892823,0.7747747747747747,0.3521594684385383,0.23734956884370648,-0.2513265968160827
2180,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.64,0.25,1.50684052301476,1.6722254157688128,1.6722254157688128,0.6535947712418301,0.6680169701507169,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.341455630260707,0.7222222222222222,0.7178388036151429,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2181,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.56,0.0,1.5086304608747547,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2182,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.6,0.0,1.5086304608747547,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2183,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.56,0.0,1.5086304608747547,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2184,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.6,0.0,1.5086304608747547,1.5459408362015787,1.5459408362015787,0.6776315789473685,0.6923751274209989,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2185,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.06,0.6,0.25,1.5090528111196226,1.721104999708483,1.721104999708483,0.6345514950166113,0.6497156024723154,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.2970006225307622,0.6611295681063123,0.668342013313671,0.7747747747747747,0.345514950166113,0.23734956884370648,-0.2513265968160827
2186,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.64,0.25,1.5097276584822499,1.6722254157688128,1.6722254157688128,0.6535947712418301,0.6680169701507169,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3472299011956872,0.7189542483660131,0.7138439046333783,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2187,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.06,0.6,0.25,1.5099096698185916,1.713544273985593,1.713544273985593,0.6378737541528239,0.6532476579612134,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.30627506565159,0.6578073089700996,0.6653198444892823,0.7747747747747747,0.3521594684385383,0.23734956884370648,-0.2513265968160827
2188,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.45,1.2,0.1,0.56,0.0,1.5103049117712608,1.58332251694332,1.58332251694332,0.673202614379085,0.6878345472567302,0.4318181818181818,0.4901960784313726,0.05707955752263831,0.9305957204186697,1.4372873065992013,0.6764705882352942,0.6646675264921055,1.0,0.5032679738562091,0.3586816959063065,-1.779371439110978
2189,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.56,0.0,1.5104999891912034,1.5496798928344764,1.5496798928344764,0.680921052631579,0.6960126360482892,0.44696969696969696,0.4802631578947369,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2190,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.56,0.0,1.5104999891912034,1.5496798928344764,1.5496798928344764,0.680921052631579,0.6960126360482892,0.44696969696969696,0.4802631578947369,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2191,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.06,0.64,0.25,1.5121684449288821,1.8515572811812686,1.8515572811812686,0.4850498338870432,0.3015271343223049,1.0,1.0299003322259137,0.227620265735116,-0.12082213554225008,1.1727796086764957,0.6976744186046512,0.6955253246082688,0.8378378378378378,0.345514950166113,0.2451496838068659,-0.334923738774511
2192,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.64,0.0,1.5123528438118239,1.553385602075717,1.553385602075717,0.6743421052631579,0.6889123839293924,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2193,L12_drop0p2_lr0p0005_ch16-32-32,12,0.2,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.64,0.0,1.5123528438118239,1.553385602075717,1.553385602075717,0.6743421052631579,0.6889123839293924,0.45454545454545453,0.4736842105263158,0.06817527964896171,0.9002984682295079,1.4713200855479307,0.7598684210526315,0.7628761853675522,0.43243243243243246,0.3618421052631579,0.2268951856690817,-0.12733259141948783
2194,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.03,0.56,0.25,1.5128899457083747,1.713544273985593,1.713544273985593,0.6378737541528239,0.6532476579612134,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.3122356174311562,0.6578073089700996,0.6654857580230714,0.7657657657657657,0.3388704318936877,0.23734956884370648,-0.2513265968160827
2195,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.45,1.0,0.1,0.56,0.0,1.5137352006468145,1.5759868773683183,1.5759868773683183,0.6764705882352942,0.6912242686890574,0.4318181818181818,0.4901960784313726,0.05707955752263831,0.9305957204186697,1.4514835239253108,0.673202614379085,0.6612796111822212,1.0,0.522875816993464,0.3586816959063065,-1.779371439110978
2196,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.03,0.56,0.25,1.5137598154204002,1.7060202598573988,1.7060202598573988,0.6411960132890365,0.6567491204545313,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.3214993709834015,0.654485049833887,0.6624724971725016,0.7657657657657657,0.345514950166113,0.23734956884370648,-0.2513265968160827
2197,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.45,1.2,0.1,0.6,0.0,1.5139885270314344,1.5906897474636674,1.5906897474636674,0.6699346405228758,0.6844185000366151,0.4318181818181818,0.4901960784313726,0.05707955752263831,0.9305957204186697,1.4372873065992013,0.6764705882352942,0.6646675264921055,1.0,0.5032679738562091,0.3586816959063065,-1.779371439110978
2198,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.03,0.56,0.25,1.5159899665276328,1.8369331244706328,1.8369331244706328,0.6217105263157895,0.6362195768221593,0.3409090909090909,0.5723684210526316,0.061738209391002996,0.9182371477225705,1.1950468085846329,0.6513157894736842,0.5614009799824738,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2199,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.06,0.56,0.25,1.5159899665276328,1.8369331244706328,1.8369331244706328,0.6217105263157895,0.6362195768221593,0.3409090909090909,0.5723684210526316,0.061738209391002996,0.9182371477225705,1.1950468085846329,0.6513157894736842,0.5614009799824738,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2200,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.1,0.56,0.25,1.5159899665276328,1.8369331244706328,1.8369331244706328,0.6217105263157895,0.6362195768221593,0.3409090909090909,0.5723684210526316,0.061738209391002996,0.9182371477225705,1.1950468085846329,0.6513157894736842,0.5614009799824738,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2201,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.6,0.25,1.5163529909540554,1.800491592312714,1.800491592312714,0.4983388704318937,0.3252557399408957,1.0,1.0033222591362128,0.227620265735116,-0.12082213554225008,1.2322143895953968,0.6843853820598007,0.6853546356814331,0.8018018018018018,0.31893687707641205,0.2451496838068659,-0.334923738774511
2202,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.03,0.6,0.25,1.5166703085698197,1.721104999708483,1.721104999708483,0.6345514950166113,0.6497156024723154,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.3122356174311562,0.6578073089700996,0.6654857580230714,0.7657657657657657,0.3388704318936877,0.23734956884370648,-0.2513265968160827
2203,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.06,0.64,0.25,1.516670737446156,1.73634085236155,1.73634085236155,0.627906976744186,0.6425561571551142,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.2970006225307622,0.6611295681063123,0.668342013313671,0.7747747747747747,0.345514950166113,0.23734956884370648,-0.2513265968160827
2204,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.45,1.0,0.1,0.6,0.0,1.5174030204343154,1.58332251694332,1.58332251694332,0.673202614379085,0.6878345472567302,0.4318181818181818,0.4901960784313726,0.05707955752263831,0.9305957204186697,1.4514835239253108,0.673202614379085,0.6612796111822212,1.0,0.522875816993464,0.3586816959063065,-1.779371439110978
2205,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.06,0.64,0.25,1.517489281616518,1.7287034975814461,1.7287034975814461,0.6312292358803987,0.6461520701916901,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.30627506565159,0.6578073089700996,0.6653198444892823,0.7747747747747747,0.3521594684385383,0.23734956884370648,-0.2513265968160827
2206,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.03,0.6,0.25,1.5175218224844973,1.713544273985593,1.713544273985593,0.6378737541528239,0.6532476579612134,0.4015151515151515,0.5249169435215948,0.06682493855499343,0.9033966952730818,1.3214993709834015,0.654485049833887,0.6624724971725016,0.7657657657657657,0.345514950166113,0.23734956884370648,-0.2513265968160827
