feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch2_wp_energy_ratio_3__rel,0.6844428409937326,1.2713395029205943,0.4356858251686363,0.0,1.437483154958064
ch6_wp_entropy__rel,0.5023335277007137,1.3662668467303445,0.7317219709483284,0.0,1.4332073608479863
ch1_band_power_q3__rel,0.5187494860354587,1.202586477006594,0.8021558855553823,0.0,1.4327154386467729
ch1_wp_energy_7__rel,0.5083039396036242,1.285457462026554,0.7680740049456116,0.0,1.431485147993367
ch1_wp_energy_3__rel,0.569377801407047,1.3143022538267393,0.6158834519781838,0.0,1.4250572689751115
ch4_mean_abs__rel,0.5356342235588689,1.2093018525681418,0.7383651323884262,0.0,1.41855411712724
ch5_iqr__rel,0.486764746297347,1.2984006740156118,0.7784691907762396,0.0,1.4180395117594775
ch6_total_power__rel,0.5481605167541517,1.2109124582471997,0.7108007951194699,0.0,1.4177363661317952
ch3_band_power_q3__rel,0.48953404786144294,1.1978887669881488,0.820456368193681,0.0,1.408999523599964
ch1_rms_freq__online_rank,0.46071980654616995,1.6696344342421274,0.573386017786388,0.0,1.406526148968045
ch6_var__rel,0.5367017794822562,1.210422845367114,0.7116390174211117,0.0,1.405421412890583
ch5_band_power_q4__rel,0.5222635172390389,1.7645693547776142,0.3823428868219163,0.0,1.4023777308871617
ch5_q25__online_rank,0.5522221520911457,1.032878394812863,0.7820181016926977,0.0,1.3990617614157461
ch1_var__slope,0.6735742736291213,1.0214703488036423,0.5464539059355858,0.0,1.3989959713378803
ch6_wp_energy_ratio_4__rel,0.4757698828007324,1.2379613033143246,0.8001498374989322,0.0,1.396715737865232
ch6_wp_energy_ratio_5__rel,0.5071188644023907,1.07549131869771,0.8373911861746303,0.0,1.394817864782875
ch1_total_power__slope,0.674406891730853,0.9954655417880529,0.544937076990566,0.0,1.3899759128745681
ch1_band_power_q1__slope,0.6728195901435514,0.9962919022075285,0.544856788969923,0.0,1.3884749488639994
ch3_wp_energy_ratio_4__online_rank,0.565292561301824,0.9936427609908134,0.757433626121573,0.0,1.3861852781456563
ch2_wp_energy_8__rel,0.46531384740250825,1.1901677235147088,0.8249694000908805,0.0,1.3821371054228915
ch1_std__rel,0.4937770845433087,1.5894860994336324,0.5118831903675937,0.0,1.3810106825015875
ch2_margin_factor__rel,0.4979525232244333,1.0346723564747768,0.8521054065320042,0.0,1.3785410739056507
ch6_spec_centroid__rel,0.5018553715408585,1.2263950669174517,0.7185566563289104,0.0,1.3764853430969533
ch2_wp_energy_ratio_8__rel,0.49683323693158576,1.1706855865434922,0.7583076779178196,0.0,1.3733257387697675
ch5_wp_energy_8__online_rank,0.6003661681779757,1.4119287646417846,0.3941625167757554,0.0,1.3713672368470635
ch2_impulse_factor__rel,0.47783480404359535,1.0666007147397805,0.8485811849943035,0.0,1.365648186353745
ch6_wp_energy_4__rel,0.48552704310047123,1.2037769055563396,0.7454635153809739,0.0,1.365406597814773
ch5_wp_energy_7__rel,0.49789490824297244,1.6945992929225469,0.40688624325672423,0.0,1.3645815853813592
ch2_margin_factor__online_rank,0.4984937171966006,0.9840955130179792,0.8520484566604568,0.0,1.3614031696358047
ch3_wp_energy_ratio_5__online_rank,0.5388246207311891,0.9715991854662795,0.7730257328889377,0.0,1.3579309508064217
ch5_wp_energy_5__rel,0.5350301640605759,0.9659620085142757,0.7823343482867665,0.0,1.3569037750043516
ch3_band_ratio_q4_q1__online_rank,0.5762070160136377,1.2060417749500658,0.5431349648202948,0.0,1.3546665694986866
ch1_skew__rel,0.6218520608005647,1.6832914977644813,0.14608923962836842,0.0,1.3535383728937922
ch2_impulse_factor__online_rank,0.47143767548609317,1.0339265811540326,0.8552882141112875,0.0,1.350864264199822
ch4_dom_power__rel,0.4502519544827748,1.315432471307862,0.7182646998902082,0.0,1.3507240998284187
ch1_wp_energy_6__rel,0.4257109350983146,1.2905021523242213,0.7830367724290912,0.0,1.3506280067576237
ch6_wp_entropy__online_rank,0.5119337924591087,1.1759834104618325,0.6767385605701167,0.0,1.3469275736802253
ch1_q75__rel,0.42735178948202535,1.3826434716001121,0.7068269222508472,0.0,1.3427669907282331
ch1_ptp__rel,0.5620934337118932,1.2800737107480002,0.5006430595541697,0.0,1.341682258599676
ch6_mean_abs__rel,0.5144386460137016,1.1121589392029652,0.6965235490371269,0.0,1.3382260913065294
ch6_spec_centroid__online_rank,0.5001123897537798,1.2074351218354837,0.6642659902781411,0.0,1.3380722160245548
ch1_max__rel,0.5423917443163468,1.2465681940039,0.5524017500677223,0.0,1.3367507491865938
ch5_median__rel,0.6338583801325226,0.9600642851312311,0.5471660914639858,0.0,1.3342080682468982
ch4_band_power_q1__rel,0.477584671037677,1.299986056060118,0.6423890630036365,0.0,1.333652242414486
ch2_crest_factor__rel,0.4411497020868067,1.1127010903374535,0.8325731366296291,0.0,1.3326252790598923
ch5_wp_energy_2__rel,0.5175236162409724,1.10667466669523,0.6834371779021211,0.0,1.332502559054567
ch5_wp_energy_7__online_rank,0.5395728399881545,1.5356507590096609,0.36599152991930173,0.0,1.3323032310959673
ch4_wp_energy_8__online_rank,0.6046410165789693,1.5076554496758532,0.25327573198339554,0.0,1.3320861782142823
ch5_wp_energy_ratio_8__rel,0.508316717027568,1.7226738153781613,0.3088833815422082,0.0,1.3319700839608957
ch2_band_power_q3__rel,0.4940138758479131,0.9555043368701965,0.8236041195867396,0.0,1.3308240471099801
ch2_dom_power__rel,0.42675830254571023,1.3493756542332163,0.7022750908795571,0.0,1.3279669117656634
ch6_wp_energy_5__rel,0.5053349581209974,1.036442971579771,0.7400484917494687,0.0,1.3256501644482248
ch4_wp_energy_5__rel,0.5074617789441915,1.0057682812981001,0.7541469145131068,0.0,1.3250076582751547
ch5_band_power_q2__rel,0.4934215868348695,1.2472798612859064,0.6268047356282886,0.0,1.3240543015639825
ch3_wp_energy_5__rel,0.4933540621227819,1.1197960594683019,0.7067470183834129,0.0,1.3233289492598428
ch3_wp_energy_6__rel,0.45502517364280126,1.109580208610622,0.7895124430701443,0.0,1.3231126077093784
ch3_rms_freq__rel,0.4860289497714294,1.1560848528688958,0.6974633798625013,0.0,1.3228664021770615
ch2_crest_factor__online_rank,0.4594110161767544,0.9945803766026033,0.8482328086004775,0.0,1.3199832943356036
ch2_band_ratio_q4_q1__rel,0.582910842174625,1.5124242723348988,0.271488947812796,0.0,1.31986934300634
ch3_wp_energy_ratio_7__online_rank,0.5388998572751202,1.1695530717868334,0.5706950675263494,0.0,1.316015705267516
ch4_q25__online_rank,0.5020874343673063,1.0371969090272932,0.7241695533367951,0.0,1.313608350298827
